ListingKey,ListingCreationDate,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CreditScoreRangeLower,CreditScoreRangeUpper,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanOriginalAmount,Recommendations,Investors
87EF354528384362125789F,2012,60,Completed,2013,0.23318000000000003,0.2085,8,1,NY,Sales - Commission,Employed,272,False,720,739,"$100,000+",True,10333,15000,0,18
B9003537627398784583FAA,2012,36,Completed,2013,0.17359000000000002,0.1449,8,1,CT,Professional,Employed,10,False,700,719,"$75,000-99,999",True,6950,5500,0,51
75AE3499434029666225038,2010,36,Completed,2013,0.31053000000000003,0.275,5,7,FL,Nurse (RN),Employed,131,True,760,779,"$50,000-74,999",True,5833,5000,0,121
E1A03534529961800D81931,2011,36,Completed,2013,0.18478,0.1559,7,1,CO,Other,Full-time,57,True,680,699,"$50,000-74,999",True,4417,15000,0,4
80F934790073645480A53E9,2010,36,Completed,2011,0.35423000000000004,0.33,5,2,NH,Engineer - Electrical,Full-time,72,True,700,719,"$50,000-74,999",True,5000,3500,0,76
158335886498893701B48DB,2013,60,Completed,2014,0.17839000000000002,0.155,8,1,CA,Truck Driver,Employed,45,True,680,699,"$50,000-74,999",True,5833,12000,0,161
158D351802168444701BFF1,2011,60,Chargedoff,2013,0.24251999999999999,0.2199,7,7,GA,Military Enlisted,Full-time,127,True,700,719,"$25,000-49,999",True,3333,8000,0,108
AE8E3479719727852F3E637,2010,36,Completed,2013,0.11295999999999999,0.092,9,1,VA,Professional,Full-time,21,True,760,779,"$75,000-99,999",True,6588,6000,0,161
AEAB3538940518085C128B7,2012,36,Completed,2013,0.35796999999999995,0.3177,4,6,NY,Other,Employed,17,False,660,679,"$25,000-49,999",True,2083,3000,0,67
AEB6353236813382259E31E,2011,12,Completed,2012,0.3584,0.2576,5,1,NY,Executive,Employed,55,True,700,719,"$100,000+",True,20833,2000,0,13
928835774905738756043B7,2013,60,Chargedoff,2014,0.30748000000000003,0.2809,3,15,NV,Other,Other,95,False,640,659,"$25,000-49,999",True,3833,3500,0,1
C99B3464150843782009F60,2009,36,Chargedoff,2011,0.37453000000000003,0.35,1,1,CO,Other,Full-time,19,False,620,639,"$1-24,999",True,2000,1699,0,29
C9AC35115403691502CC220,2011,36,Completed,2014,0.34886999999999996,0.3125,4,3,CO,Executive,Employed,33,True,660,679,"$75,000-99,999",True,6475,4000,0,49
477C3545212172051843278,2012,12,Completed,2013,0.06589,0.0565,10,15,NM,Professional,Employed,10,True,820,839,"$75,000-99,999",True,7083,6500,0,142
648F3544214969103974926,2012,36,Completed,2013,0.26681,0.2287,5,2,TX,Professional,Employed,57,True,640,659,"$75,000-99,999",True,6750,6000,0,12
64AB348742935762020E30F,2010,36,Completed,2011,0.41355,0.35,4,7,CA,Professional,Full-time,52,False,640,659,"$25,000-49,999",True,3650,1000,0,23
71153585898423932202380,2013,36,Completed,2013,0.22712,0.1899,4,7,NJ,Sales - Commission,Employed,171,True,720,739,"$100,000+",True,16628,6500,0,21
305E3544723857833EC88C2,2012,60,Completed,2013,0.35838000000000003,0.3304,1,3,FL,Other,Other,103,False,620,639,"$50,000-74,999",True,4833,4000,0,3
30773501792179716F28E60,2010,36,Completed,2011,0.1498,0.1265,8,2,IL,Other,Retired,423,True,740,759,"$1-24,999",True,913,2300,0,48
3085353879523453080011C,2012,12,Completed,2013,0.28918,0.19,4,18,FL,Professional,Full-time,69,False,640,659,"$50,000-74,999",True,6067,2500,0,5
B761347900951142234973B,2010,36,Completed,2010,0.28574,0.2625,8,1,NJ,Other,Full-time,0,False,660,679,"$50,000-74,999",True,5000,4000,0,152
612035196067382146EF38E,2011,36,Completed,2012,0.34621,0.3099,4,7,IL,Civil Service,Employed,123,False,620,639,"$25,000-49,999",False,2667,2000,0,14
805934944900121134F77F9,2010,36,Completed,2011,0.08732000000000001,0.0839,10,1,TX,Other,Employed,49,True,760,779,"$50,000-74,999",True,5733,22000,0,648
807E3512053248343BE1D03,2011,36,Completed,2014,0.12511,0.104,9,7,LA,Computer Programmer,Employed,0,False,760,779,"$25,000-49,999",True,4148,2500,0,33
75C13484124402174E89CE7,2010,36,Completed,2012,0.11295999999999999,0.092,9,1,AL,Other,Full-time,9,False,700,719,"$25,000-49,999",True,3000,2000,0,51
7E843527573019715818A58,2011,36,Completed,2014,0.30532,0.2699,8,1,CO,Professional,Employed,62,False,640,659,"$75,000-99,999",True,7083,2500,0,47
179F35420217499632CEAFE,2012,36,Chargedoff,2012,0.33973000000000003,0.2999,1,1,MI,Administrative Assistant,Self-employed,42,False,620,639,"$1-24,999",False,1000,3300,0,57
17E13459437852724D12BCC,2009,36,Completed,2012,0.08563,0.065,10,3,NC,Analyst,Full-time,108,True,780,799,"$25,000-49,999",True,2583,2200,0,145
8CC43527254912907EACC2E,2011,36,Completed,2012,0.35131999999999997,0.3149,4,1,WA,Nurse (RN),Employed,24,True,660,679,"$75,000-99,999",True,6500,2500,0,62
349E351228834221584BD24,2011,36,Chargedoff,2013,0.2951,0.2599,6,1,WA,Computer Programmer,Employed,11,True,660,679,"$25,000-49,999",True,2500,5000,0,64
327D352731105703755627F,2011,36,Chargedoff,2014,0.35643,0.3199,1,3,FL,Tradesman - Mechanic,Self-employed,22,True,760,779,"$50,000-74,999",False,5000,4000,0,15
32843464887311091FA337F,2009,36,Completed,2010,0.25024,0.2275,8,1,GA,Administrative Assistant,Full-time,160,False,700,719,"$50,000-74,999",True,4174,6400,0,333
E8C534957091469840DC6F2,2010,36,Completed,2013,0.13271,0.1115,9,7,CA,Computer Programmer,Employed,47,False,720,739,"$100,000+",True,8333,3000,0,75
E8DD3495568168821A8C8D3,2010,36,Completed,2013,0.15803,0.1365,8,1,ID,Other,Full-time,109,True,760,779,"$50,000-74,999",True,4466,5000,0,113
E7113521476346156F4E81D,2011,36,Chargedoff,2013,0.35643,0.3199,4,1,CT,Professional,Employed,193,True,680,699,"$50,000-74,999",True,5250,4000,0,1
930C356339383262195745B,2012,60,Completed,2013,0.20879,0.1847,8,3,TX,Retail Management,Employed,3,False,700,719,"$25,000-49,999",True,3667,20000,0,356
BF4C3568775879104F51F85,2013,60,Chargedoff,2014,0.18637,0.1628,9,2,MI,Skilled Labor,Employed,212,True,700,719,"$75,000-99,999",True,6375,25000,0,518
5B0B3462169618950A63C72,2009,36,Completed,2011,0.1241,0.103,8,1,MN,Computer Programmer,Full-time,39,True,780,799,"$100,000+",True,10250,9000,0,276
5B17352623795743228035F,2011,36,Chargedoff,2013,0.35643,0.3199,5,1,SC,Retail Management,Employed,102,False,660,679,"$25,000-49,999",True,2500,5000,0,60
711835639819129351A0E4C,2012,36,Completed,2013,0.25781,0.2199,6,6,OH,Clerical,Employed,26,True,720,739,"$1-24,999",False,1667,2800,0,36
712435479654948146134F3,2012,36,Completed,2013,0.15538,0.127,9,14,NC,Engineer - Mechanical,Employed,15,False,720,739,"$50,000-74,999",True,5167,3000,0,25
47733557555121224EDE199,2012,60,Completed,2014,0.21391999999999997,0.1897,8,1,NC,Other,Employed,83,False,720,739,"$50,000-74,999",True,5417,25000,0,3
30903548097972664F428A2,2012,36,Completed,2013,0.25259000000000004,0.2148,7,15,TX,Other,Employed,54,False,660,679,"$25,000-49,999",True,3571,3000,0,43
30BC346942538436651E968,2009,36,Chargedoff,2011,0.35617,0.325,5,6,CA,Military Enlisted,Full-time,146,True,680,699,"$50,000-74,999",True,4417,1300,0,48
30BE3526804367939E966E6,2011,36,Chargedoff,2013,0.30532,0.2699,5,1,NC,Retail Management,Employed,311,True,720,739,"$50,000-74,999",True,6167,9000,0,1
30C734816833545053CDC38,2010,36,Chargedoff,2012,0.2239,0.199,9,7,LA,Sales - Commission,Full-time,86,False,680,699,"$25,000-49,999",True,3750,1500,0,66
174635525954109397B1F3F,2012,12,Completed,2013,0.31032,0.231,6,15,MA,Teacher,Employed,298,True,660,679,"$75,000-99,999",True,6917,3000,0,4
C4BF3539411706141445C28,2012,36,Completed,2012,0.35796999999999995,0.3177,5,3,IL,Truck Driver,Employed,15,False,660,679,"$50,000-74,999",True,5667,4000,0,6
C4E835556057132663F8BC7,2012,36,Completed,2012,0.09736,0.0839,9,1,VA,Civil Service,Employed,98,False,800,819,"$100,000+",True,10417,17500,0,105
D41035426569798185223C0,2012,36,Completed,2012,0.24245999999999998,0.2049,7,1,CA,Other,Other,40,True,700,719,"$25,000-49,999",True,2961,2500,0,51
6B303476574141755499EFE,2010,36,Completed,2013,0.11295999999999999,0.092,9,1,WA,Engineer - Mechanical,Full-time,324,True,720,739,"$100,000+",True,10417,2000,0,53
6B3F3490703633511AECAC7,2010,36,Completed,2013,0.38723,0.35,6,7,ID,Other,Full-time,98,False,620,639,"$25,000-49,999",True,3333,5000,0,86
82BC35416466861144B3139,2012,36,Completed,2014,0.24245999999999998,0.2049,7,1,IL,Accountant/CPA,Employed,11,False,680,699,"$25,000-49,999",True,3750,5260,0,8
7E873556413519807B3508B,2012,60,Completed,2013,0.34408,0.3165,6,1,CA,Other,Employed,26,False,660,679,"$75,000-99,999",True,7083,4000,0,83
8CDC3523933999869B9CE0F,2011,36,Chargedoff,2012,0.30532,0.2699,5,2,NV,Other,Self-employed,43,True,820,839,"$100,000+",False,8333,10000,0,38
8CFB34879217728012FA317,2010,36,Completed,2013,0.17018,0.1485,8,1,MA,Professional,Full-time,122,True,740,759,"$100,000+",True,14583,10000,0,225
8D023563496588759AF01B6,2012,60,Completed,2013,0.14494,0.1223,8,14,MN,Clerical,Employed,8,True,820,839,"$25,000-49,999",True,2947,15000,0,175
D0C435382200797897C8B0F,2012,60,Completed,2013,0.27246,0.2468,6,1,NE,Other,Other,49,False,720,739,"$50,000-74,999",True,4167,14900,0,68
331A35366673778160AF6E5,2012,12,Completed,2013,0.28918,0.19,6,13,CA,Other,Not employed,2,False,700,719,Not employed,False,0,2000,0,8
3290357782728822980A4E2,2013,36,Chargedoff,2014,0.3179,0.2786,3,13,NY,Other,Full-time,170,False,620,639,"$25,000-49,999",True,3854,4000,0,1
BF6535075863245822B3F2C,2011,36,Completed,2012,0.06888,0.0655,10,7,NY,Accountant/CPA,Employed,54,False,760,779,"$100,000+",True,10062,15000,0,72
64EA350659697063388C479,2011,36,Completed,2012,0.35643,0.3199,4,1,OH,Analyst,Employed,11,True,740,759,"$25,000-49,999",True,3250,4000,0,49
64FC34762138141997D7765,2010,36,Completed,2012,0.22135,0.199,9,1,CA,Engineer - Mechanical,Full-time,24,True,660,679,"$100,000+",True,19917,3200,0,133
16FC3509397279978F92E71,2011,36,Completed,2012,0.06888,0.0655,10,7,KY,Computer Programmer,Employed,167,False,760,779,"$75,000-99,999",True,6917,10000,0,186
15053501469858705AF6C93,2010,36,Defaulted,2012,0.17069,0.149,8,7,IN,Administrative Assistant,Employed,310,False,740,759,"$25,000-49,999",True,3750,8700,0,209
47863551431771336AE09C4,2012,60,Completed,2013,0.24702,0.222,3,1,CT,Police Officer/Correction Officer,Employed,224,True,720,739,"$75,000-99,999",True,6917,3500,0,73
479A34631218197948F9A6E,2009,36,Completed,2010,0.10860999999999998,0.0877,9,5,OK,Professional,Full-time,138,True,840,859,"$50,000-74,999",True,5926,4620,0,296
6E623561432118693F0E21D,2012,36,Completed,2012,0.24758000000000002,0.2099,6,1,MA,Administrative Assistant,Employed,170,True,800,819,"$50,000-74,999",True,4500,20000,0,281
6E6535569490560682B38FE,2012,36,Completed,2012,0.35796999999999995,0.3177,4,3,NJ,Retail Management,Employed,16,False,740,759,"$25,000-49,999",True,3333,4000,0,71
6E68355067306431969B69D,2012,60,Chargedoff,2013,0.35838000000000003,0.3304,6,3,NY,Police Officer/Correction Officer,Employed,42,False,660,679,"$25,000-49,999",True,3928,4000,0,9
6E7B3502605773351314C09,2010,36,Chargedoff,2012,0.33097,0.295,7,3,WA,Food Service Management,Employed,2,False,720,739,"$50,000-74,999",False,5808,7500,0,182
82CE3520855623188EDE4B1,2011,36,Completed,2012,0.124,0.1029,8,1,NC,Professional,Employed,106,True,680,699,"$50,000-74,999",True,5667,8000,1,170
7BEB3533081700352CC55C2,2011,36,Completed,2012,0.28974,0.2511,6,1,NY,Flight Attendant,Employed,135,False,640,659,"$50,000-74,999",True,4333,4000,0,87
AA04351806774840421D2C6,2011,36,Chargedoff,2013,0.34621,0.3099,2,1,TX,Other,Employed,136,True,620,639,"$25,000-49,999",True,3728,5500,0,54
32BB35287419394259A9FFB,2011,36,Completed,2012,0.202,0.1799,8,1,VA,Engineer - Electrical,Employed,44,True,700,719,"$50,000-74,999",True,5158,15000,0,229
32E43493725902915F4EBF3,2010,36,Completed,2012,0.37648000000000004,0.3395,2,1,VA,Military Enlisted,Full-time,237,True,660,679,"$50,000-74,999",True,5560,6000,0,53
1510353066943202997EBD9,2011,36,Completed,2012,0.202,0.1799,8,2,NY,Civil Service,Employed,259,True,700,719,"$100,000+",True,15000,15000,0,9
155D349596013735071C11F,2010,36,Completed,2013,0.17322,0.1515,8,3,OH,Construction,Employed,131,True,740,759,"$50,000-74,999",True,5625,12000,0,311
C3F83516278191268CD52E6,2011,36,Completed,2012,0.124,0.1029,8,7,MA,Scientist,Employed,41,True,740,759,"$75,000-99,999",True,6750,10000,0,185
689F35942301009404D0CE3,2013,36,Completed,2013,0.20626,0.1695,8,6,MA,Other,Employed,87,True,720,739,"$1-24,999",True,1833,4000,0,2
68B7349399777040576440B,2010,36,Chargedoff,2011,0.38723,0.35,2,1,MI,Analyst,Full-time,188,True,640,659,"$75,000-99,999",True,6833,7500,0,80
69BA3563061300050347605,2012,60,Chargedoff,2014,0.23656,0.2118,8,7,AR,Other,Employed,12,False,700,719,"$50,000-74,999",True,5250,3000,0,35
310035688735924571DC2D4,2013,60,Chargedoff,2014,0.20593000000000003,0.1819,6,3,NY,Food Service Management,Self-employed,7,True,680,699,"$1-24,999",False,1667,2000,0,25
3120346870017544433019B,2009,36,Completed,2012,0.17373,0.152,8,1,CA,Professional,Full-time,26,True,780,799,"$100,000+",True,13750,5000,0,181
B9CA3516206786588CA38D6,2011,36,Chargedoff,2011,0.30532,0.2699,8,7,CT,Skilled Labor,Employed,196,False,640,659,"$25,000-49,999",True,3500,2500,0,51
B9EC3536658257885AF4BA0,2012,36,Completed,2013,0.35796999999999995,0.3177,3,1,CA,Construction,Self-employed,316,True,740,759,"$50,000-74,999",False,4167,2000,0,1
6E7E3486442025881C9258B,2010,36,Completed,2013,0.27813000000000004,0.255,8,6,NV,Other,Full-time,97,False,660,679,"$50,000-74,999",True,4333,2000,0,86
6E893557709442452227246,2012,12,Completed,2013,0.31032,0.231,5,1,OH,Nurse (RN),Employed,40,True,720,739,"$75,000-99,999",True,7500,4000,0,35
6A7D35367552801009CA1EC,2012,36,Completed,2012,0.29394000000000003,0.2552,6,18,KY,Computer Programmer,Employed,176,False,720,739,"$100,000+",True,10000,6000,0,1
7C163509789496105474556,2011,12,Chargedoff,2012,0.33084,0.2399,8,7,WA,Analyst,Employed,35,False,640,659,"$100,000+",True,8483,2000,0,24
70153551313843524190625,2012,36,Completed,2013,0.35796999999999995,0.3177,5,1,MI,Other,Employed,128,False,660,679,"$25,000-49,999",True,2500,4000,0,12
AA45353899743977571708D,2012,36,Completed,2013,0.11765999999999999,0.0899,8,7,IN,Pilot - Private/Commercial,Employed,52,True,760,779,"$75,000-99,999",True,6917,15500,0,319
33023508661399849B5DCEA,2011,36,Completed,2012,0.16147,0.1399,8,2,OH,Other,Employed,52,False,800,819,"$25,000-49,999",True,3750,12000,0,171
D0423553719990627E96322,2012,36,Chargedoff,2013,0.33553,0.2958,6,1,MS,Other,Other,114,False,660,679,"$1-24,999",True,1833,3000,0,32
16EB3570249364482EB8A3B,2013,60,Completed,2013,0.21821999999999997,0.1939,9,3,CA,Biologist,Employed,132,True,680,699,"$100,000+",True,11000,25000,0,482
16EE3513893456904E44DE9,2011,36,Completed,2014,0.2951,0.2599,6,3,CA,Professional,Employed,51,False,700,719,"$25,000-49,999",True,2083,5000,0,88
197D3529255114243387B0F,2011,36,Chargedoff,2012,0.35643,0.3199,2,1,CT,Teacher,Employed,169,True,700,719,"$75,000-99,999",True,6250,4000,0,9
C45A35248459579680CBE8A,2011,36,Completed,2013,0.34621,0.3099,4,1,OR,Social Worker,Full-time,40,False,620,639,"$25,000-49,999",True,2214,7500,0,92
C4683461416930777FDCA52,2009,36,Completed,2012,0.09493,0.0915,10,3,GA,Computer Programmer,Full-time,14,False,780,799,"$75,000-99,999",True,7917,7500,1,311
C4743497324193971DEED9C,2010,36,Completed,2011,0.38037,0.3433,1,7,VA,Military Enlisted,Employed,201,True,680,699,"$75,000-99,999",True,6667,2000,1,19
8DBC3570472369021DB5582,2013,36,Completed,2013,0.30285,0.2639,2,1,DC,Other,Employed,20,True,700,719,"$75,000-99,999",True,6586,2200,0,8
71AC347058675114520D83E,2009,36,Completed,2012,0.10436,0.0835,8,1,MI,Accountant/CPA,Full-time,7,True,780,799,"$50,000-74,999",True,4833,6500,0,201
69D73501110212736EB0970,2010,36,Completed,2012,0.13068,0.1095,9,2,TN,Car Dealer,Employed,42,False,760,779,"$25,000-49,999",True,3750,6000,0,141
31403498133590630DD88A0,2010,36,Chargedoff,2012,0.38723,0.35,5,1,NY,Other,Part-time,39,False,660,679,"$1-24,999",True,667,4000,0,95
31463499120227732147EA4,2010,36,Completed,2012,0.24854,0.191,6,7,WA,Other,Employed,15,False,660,679,"$1-24,999",True,800,1000,0,63
31553485265501295036F8F,2010,36,Chargedoff,2012,0.37453000000000003,0.35,6,7,NV,Sales - Retail,Full-time,23,False,620,639,"$25,000-49,999",True,2083,2500,0,34
D46F3535323706910BA154A,2011,12,Completed,2013,0.28918,0.19,6,1,MD,Professional,Employed,260,True,760,779,"$50,000-74,999",True,4346,4000,0,3
D48034750221454966097C4,2010,36,Completed,2012,0.08792,0.0845,9,7,GA,Executive,Full-time,163,False,820,839,"$100,000+",True,10333,10000,0,375
6A8D3513644148380300425,2011,36,Completed,2011,0.2951,0.2599,6,1,IL,Engineer - Electrical,Employed,31,True,660,679,"$75,000-99,999",True,8233,6000,0,87
6A933557729495033642028,2012,36,Completed,2013,0.26395,0.2259,4,1,OH,Other,Employed,64,True,640,659,"$50,000-74,999",True,5000,10000,0,16
78023486041219159EACE34,2010,36,Chargedoff,2011,0.37933,0.35,5,1,OR,Postal Service,Full-time,260,False,620,639,"$50,000-74,999",True,4292,1400,0,8
78463547109293983482D6D,2012,36,Chargedoff,2013,0.26681,0.2287,4,3,CA,Other,Self-employed,80,False,620,639,"$75,000-99,999",False,7917,7000,0,39
82DE34865663805349F7F63,2010,36,Completed,2012,0.11295999999999999,0.092,9,5,PA,Teacher,Full-time,105,False,740,759,"$50,000-74,999",True,5750,6000,0,173
82E23513346339563814F1D,2011,36,Completed,2013,0.2951,0.2599,6,1,IL,Other,Employed,8,False,680,699,"$1-24,999",False,1907,7500,0,56
E1C434591390597410214FB,2009,36,Completed,2010,0.09221,0.0715,10,7,VT,Construction,Full-time,178,True,780,799,"$50,000-74,999",True,4583,5000,0,255
E1EB34906036088749A77C2,2010,36,Completed,2010,0.32378,0.3,5,1,CA,Engineer - Mechanical,Full-time,14,True,640,659,"$100,000+",False,10167,2000,1,93
180235670812230568BF338,2012,60,Completed,2014,0.13982999999999998,0.1173,10,1,NY,Executive,Employed,8,True,780,799,"$100,000+",True,20833,24500,0,408
33383501892531159247A86,2010,36,Completed,2011,0.38723,0.35,5,1,NE,Clerical,Employed,140,False,640,659,"$25,000-49,999",True,2981,3500,0,119
33213561347690416FA41A4,2012,36,Completed,2013,0.25781,0.2199,6,1,MO,Food Service Management,Employed,3,True,720,739,"$50,000-74,999",True,4417,11000,0,134
333E3544218476570A3B943,2012,60,Completed,2013,0.20705,0.183,5,1,CO,Executive,Self-employed,32,True,780,799,"$75,000-99,999",False,6667,15000,0,16
AFB8348888948348403EC46,2010,36,Chargedoff,2012,0.24953000000000003,0.2268,8,1,TX,Teacher,Full-time,107,True,700,719,"$25,000-49,999",True,4142,4000,0,81
AFB83511457325898A90B87,2011,12,Chargedoff,2011,0.16810999999999998,0.11,8,1,CA,Professional,Self-employed,405,False,740,759,"$25,000-49,999",False,3333,3800,0,56
AFBC352756137301556CA92,2011,36,Completed,2012,0.202,0.1799,8,1,WI,Teacher,Employed,98,True,700,719,"$50,000-74,999",True,5199,10000,0,142
AFBE3549942635336E421FE,2012,36,Completed,2013,0.35796999999999995,0.3177,4,18,RI,Computer Programmer,Employed,62,True,660,679,"$50,000-74,999",True,5417,4000,0,91
C489348154437669190CCDB,2010,36,Completed,2013,0.16188,0.1403,8,2,TX,Sales - Retail,Full-time,279,True,740,759,"$25,000-49,999",True,3750,6500,0,188
C4AF357193196965262FEF8,2013,12,Completed,2014,0.12458,0.0873,7,15,NY,Other,Employed,320,True,800,819,"$50,000-74,999",True,5417,3000,0,54
C4B1347191139627171AB5A,2009,36,Completed,2010,0.1717,0.15,9,1,NM,Professional,Full-time,330,True,780,799,"$50,000-74,999",True,5558,5250,0,136
C4C03511703908634201AC2,2011,36,Completed,2012,0.27466999999999997,0.2399,5,1,NY,Professional,Employed,7,False,680,699,"$75,000-99,999",True,8250,2500,0,3
C4C834612681403817126D3,2009,36,Completed,2010,0.30616,0.28,5,7,OH,Police Officer/Correction Officer,Full-time,82,False,620,639,"$25,000-49,999",True,3191,1500,0,41
9B58350626149285837B411,2011,36,Completed,2013,0.16652999999999998,0.1449,8,1,NC,Analyst,Employed,39,True,720,739,"$50,000-74,999",True,5529,10000,0,206
6D0734867244783195BFF58,2010,36,Completed,2012,0.25278,0.23,5,1,CA,Military Enlisted,Full-time,87,True,700,719,"$50,000-74,999",True,5144,4000,0,116
31B63522390078929C72077,2011,36,Completed,2014,0.27466999999999997,0.2399,4,1,MI,Civil Service,Full-time,152,True,660,679,"$50,000-74,999",True,4956,2000,1,1
31BB34772955393845770AD,2010,36,Completed,2012,0.17018,0.1485,8,1,VA,Other,Full-time,217,True,760,779,"$100,000+",False,10000,8000,0,279
31BD35016877748085195F6,2010,36,Completed,2012,0.33097,0.295,6,1,MA,Teacher's Aide,Employed,86,False,700,719,"$1-24,999",True,1459,5000,0,36
D4AD351160454265038664D,2011,60,Completed,2012,0.09816,0.096,10,2,MA,Professional,Employed,165,True,860,879,"$100,000+",True,14129,14000,0,217
1806355902081075273276D,2012,60,Completed,2013,0.35365,0.3258,6,7,MI,Accountant/CPA,Employed,148,True,660,679,"$50,000-74,999",True,5833,4000,0,6
183135050679762819DDA01,2011,36,Completed,2011,0.31308,0.2775,7,1,MI,Retail Management,Full-time,8,False,660,679,"$1-24,999",True,2000,2500,0,35
785A359244968983302C5C7,2013,36,Completed,2014,0.17601,0.1399,6,1,TX,Other,Employed,1,True,680,699,"$50,000-74,999",True,5833,17000,0,1
4D7B3554603727274D11AED,2012,60,Completed,2013,0.24301999999999999,0.2181,5,1,NY,Civil Service,Employed,17,False,680,699,"$25,000-49,999",True,3283,15000,0,102
4DB13529928132657DD7C0E,2011,36,Completed,2012,0.29254,0.2574,4,7,AR,Other,Employed,16,False,640,659,"$25,000-49,999",True,2417,2100,0,25
830F3537318137549804F05,2012,36,Completed,2014,0.17359000000000002,0.1449,7,1,IN,Skilled Labor,Employed,411,True,720,739,"$75,000-99,999",True,7731,12000,0,91
8311351012300069779E946,2011,60,Completed,2013,0.27321999999999996,0.2499,6,1,IL,Professional,Employed,63,False,680,699,"$75,000-99,999",True,7500,12000,0,172
8D0B34888826227568A5A79,2010,36,Chargedoff,2010,0.22135,0.199,9,7,FL,Food Service,Full-time,13,False,640,659,"$1-24,999",True,1375,2000,0,52
8D0B3556531282723B85648,2012,36,Completed,2013,0.2706,0.2324,5,1,MN,Other,Employed,123,True,800,819,"$25,000-49,999",True,2750,13000,0,111
335A357110908057866B3C4,2013,12,Completed,2013,0.12115,0.0839,8,1,NY,Analyst,Employed,63,False,720,739,"$50,000-74,999",True,5083,3000,1,68
2E2F3580986351740891753,2013,36,Completed,2013,0.31032,0.2712,2,1,LA,Other,Employed,27,True,660,679,"$1-24,999",True,1833,4000,0,1
2E353519227228126D52B57,2011,36,Completed,2012,0.124,0.1029,8,1,OR,Sales - Commission,Employed,7,True,760,779,"$50,000-74,999",True,4250,4500,0,81
2E363509852032698C1A9CA,2011,36,Completed,2012,0.22871999999999998,0.1949,8,1,WI,Professional,Employed,380,True,640,659,"$50,000-74,999",True,4500,15000,0,208
AE67353299603777857C2B4,2011,36,Completed,2014,0.15375,0.1254,9,1,OR,Dentist,Employed,5,False,780,799,"$100,000+",True,18333,25000,0,267
AE7334910411318995BBA66,2010,36,Completed,2013,0.37453000000000003,0.35,5,1,VA,Food Service,Full-time,34,False,620,639,"$1-24,999",True,1760,4000,0,59
C4DB34642244058175AC3DA,2009,36,Completed,2010,0.27305999999999997,0.25,7,1,IN,Accountant/CPA,Full-time,216,True,760,779,"$50,000-74,999",True,4583,3500,0,66
CCB83565662357974972804,2012,60,Completed,2014,0.30234,0.2759,7,1,TN,Medical Technician,Employed,215,True,660,679,"$50,000-74,999",True,4500,6500,0,99
BCA23458446700985255CE8,2009,36,Completed,2012,0.13625,0.115,9,5,WI,Skilled Labor,Full-time,14,False,720,739,"$25,000-49,999",True,3000,5000,0,116
BCB0353040802642427008D,2011,36,Completed,2013,0.35244000000000003,0.316,1,3,CA,Realtor,Employed,5,False,600,619,"$25,000-49,999",False,2167,6000,0,25
BCB635535271002280E52EA,2012,12,Completed,2013,0.18192,0.1246,5,1,MO,Other,Employed,99,True,680,699,"$50,000-74,999",True,5000,2000,0,13
68EB3515681762736D1ECFE,2011,36,Completed,2013,0.18173,0.1599,8,7,MN,Food Service,Employed,22,False,720,739,"$25,000-49,999",True,2333,3000,0,53
68ED347037255826947FC50,2009,36,Completed,2012,0.1717,0.15,8,1,NY,Other,Full-time,45,True,740,759,"$75,000-99,999",True,6333,5000,0,261
16A535463340260130E33EB,2012,60,Chargedoff,2014,0.27462,0.2489,7,6,AZ,Other,Other,160,False,660,679,"$1-24,999",True,1459,2000,0,44
D4C4355591473087456E0F0,2012,36,Completed,2014,0.20462,0.1679,8,1,WA,Professional,Employed,45,True,740,759,"$100,000+",True,13167,22000,0,306
D4C535245583128338FB572,2011,36,Completed,2012,0.30532,0.2699,6,1,TX,Computer Programmer,Employed,34,True,700,719,"$100,000+",True,10983,5000,0,19
4DC03514508961018747873,2011,36,Completed,2013,0.08331000000000001,0.0799,9,6,CA,Computer Programmer,Employed,74,True,820,839,"$75,000-99,999",True,8000,6000,0,125
4DC235401339618996A0D41,2012,36,Completed,2013,0.33553,0.2958,6,13,NJ,Analyst,Employed,9,False,660,679,"$50,000-74,999",True,4583,2000,0,5
606134687273020723CF7EA,2009,36,Completed,2010,0.13524,0.114,8,1,GA,Computer Programmer,Full-time,18,True,760,779,"$75,000-99,999",True,7750,12500,0,496
6D073571961369391329D78,2013,36,Completed,2013,0.2353,0.1979,3,1,MO,Other,Employed,6,True,760,779,"$75,000-99,999",True,6667,15000,0,178
6D0D35634177627131B9D0F,2012,36,Completed,2014,0.13138,0.1034,8,1,CA,Professional,Employed,105,False,760,779,"$100,000+",True,9000,16500,0,159
6D2A349515407382804B2C3,2010,36,Chargedoff,2011,0.38058000000000003,0.3435,5,1,IL,Sales - Commission,Full-time,73,True,660,679,"$100,000+",True,10333,4500,0,125
831A3505681301328DC3C73,2011,36,Completed,2012,0.30532,0.2699,7,1,IL,Computer Programmer,Employed,80,False,660,679,"$100,000+",True,16417,7500,0,146
